multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio,evidencia_visual
1046,99 998 68,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,38.0,,,0.0,False
1048,41 RS TZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,55.0,,,0.0,False
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,46.0,44.0,,,0.0,False
1050,GOOGLE,2023-04-07,00:00,69.0,60,AV LIBERTADOR,,APELADA,9.0,6.0,,,0.0,False
1053,691 XC 80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,69.0,66.0,,,0.0,False
1058,BM -351,2023-10-20,09:47,135.0,80,AV LIBERTADOR,,IMPAGA,55.0,51.0,,,0.0,False
1062,UM 96 201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0,,,0.0,False
1064,RFH 373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,37.0,33.0,,,0.0,False
1065,HF 3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,40.0,36.0,,,0.0,False
1068,GOOGLE,2023-05-04,14:39,45.0,40,AV SIEMPRE VIVA,,PAGADA,5.0,3.0,,,0.0,False
1069,GLEN1E,1932-01-01,08:42,61.0,40,AV LIBERTADOR,,PAGADA,21.0,19.0,,,0.0,False
1074,T0Y DR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,77.0,73.0,,,0.0,False
1077,DK 414 N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,39.0,35.0,,,0.0,False
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,57.0,,,0.0,False
1080,WE FLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,64.0,,,0.0,False
1081,YLO8 WUE,2022-08-07,14:40,97.0,40,RUTA 9,,PAGADA,57.0,55.0,,,0.0,False
1082,AWS 167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,71.0,68.0,,,0.0,False
1085,81-ZF-JD,2023-06-08,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,39.0,,,0.0,False
1087,GN64 OTP,2023-05-19,09:48,101.0,40,AV LIBERTADOR,,IMPAGA,61.0,59.0,,,0.0,False
1088,990 XYK,2024-01-21,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,5.0,1.0,,,0.0,False
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,,,0.0,False
1090,66 111 72,2024-02-06,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0,,,0.0,False
1091,FVIO UHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0,,,0.0,False
1094,TL03 GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0,,,0.0,False
1095,GE 1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0,,,0.0,False
1097,M43 1ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0,,,0.0,False
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0,,,0.0,False
1102,FD 1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,56.0,,,0.0,False
1105,W326 AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,56.0,54.0,,,0.0,False
1108,GN64 OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,25.0,22.0,,,0.0,False
1109,T0Y DR,2023-04-11,14:41,90.0,80,AV LIBERTADOR,,ERROR,10.0,6.0,,,0.0,False
1113,INTIGR8,2022-07-15,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,53.0,,,0.0,False
1115,6EVY261,1932-01-01,00:00,121.0,80,AV LIBERTADOR,,ERROR,41.0,37.0,,,0.0,False
1117,BHRP 770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,78.0,74.0,,,0.0,False
1120,T0Y DR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,26.0,,,0.0,False
1125,3646 HBH,2021-08-03,08:44,142.0,80,AV LIBERTADOR,,ERROR,62.0,58.0,,,0.0,False
1126,DK 414 N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,46.0,,,0.0,False
1127,29 999 61,2023-11-10,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,,,0.0,False
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,51.0,,,0.0,False
1129,X IIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0,,,0.0,False
1137,AWS 167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,16.0,14.0,,,0.0,False
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,,,0.0,False
1140,990 XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,63.0,61.0,,,0.0,False
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,51.0,49.0,,,0.0,False
1145,66 111 72,2022-11-05,00:00,150.0,80,AV LIBERTADOR,,ERROR,70.0,66.0,,,0.0,False
1147,AI7 OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,51.0,,,0.0,False
1148,WU08 YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0,,,0.0,False
1149,BB 8986,2020-03-05,09:51,73.0,60,RUTA 9,,ERROR,13.0,10.0,,,0.0,False
1150,99 998 68,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,,,0.0,False
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,60.0,56.0,,,0.0,False
1156,M43 1ZW,2021-08-20,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0,,,0.0,False
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0,,,0.0,False
1164,AWS 167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0,,,0.0,False
1166,PIW 4215,1932-01-01,08:46,109.0,80,AV SIEMPRE VIVA,,APELADA,29.0,25.0,,,0.0,False
1167,81-ZF-JD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0,,,0.0,False
1169,29 999 61,2023-12-02,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0,,,0.0,False
1170,81-ZF-JD,2023-02-06,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,53.0,,,0.0,False
1172,YLO8 WUE,1932-01-01,08:47,108.0,40,AV LIBERTADOR,,IMPAGA,68.0,66.0,,,0.0,False
1173,29 999 61,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,32.0,28.0,,,0.0,False
1181,N HZ 1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0,,,0.0,False
1184,HK 06 YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0,,,0.0,False
1186,WE FLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,61.0,58.0,,,0.0,False
1190,FD 1475,2022-03-04,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,18.0,16.0,,,0.0,False
1191,WU08 YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,2.0,,,0.0,False
1193,CT5 B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,6.0,4.0,,,0.0,False
1194,M PX 9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,63.0,59.0,,,0.0,False
1195,AI7 OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,18.0,,,0.0,False
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,,,0.0,False
1200,WU08 YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,48.0,,,0.0,False
1203,BB 8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,41.0,,,0.0,False
1204,HF 3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0,,,0.0,False
1208,66 111 72,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0,,,0.0,False
1209,GN64 OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0,,,0.0,False
1211,WE FLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,65.0,63.0,,,0.0,False
1221,BM -351,2020-05-20,00:00,125.0,80,AV SIEMPRE VIVA,R02,ERROR,45.0,41.0,,,0.0,False
1224,PIW 4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,54.0,50.0,,,0.0,False
1226,X IIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,18.0,14.0,,,0.0,False
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0,,,0.0,False
1231,BHRP 770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0,,,0.0,False
1236,T0Y DR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,57.0,,,0.0,False
1246,WE FLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,,,0.0,False
1248,VTII AHV,1932-01-01,14:45,49.0,40,RUTA 9,,PAGADA,9.0,7.0,,,0.0,False
1249,81-ZF-JD,2021-05-19,00:00,120.0,40,RUTA 9,,ERROR,80.0,78.0,,,0.0,False
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,73.0,70.0,,,0.0,False
1254,HF 58 HXP,2023-07-28,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,2.0,,,0.0,False
1255,T0Y DR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,,,0.0,False
1256,BX 55 DOG,2023-02-18,00:00,156.0,80,AV SIEMPRE VIVA,,ERROR,76.0,72.0,,,0.0,False
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,18.0,,,0.0,False
1258,AWS 167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0,,,0.0,False
1259,691 XC 80,2022-11-29,00:00,117.0,80,AV LIBERTADOR,,APELADA,37.0,33.0,,,0.0,False
1260,FD 1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0,,,0.0,False
1263,M43 1ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0,,,0.0,False
1264,M43 1ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0,,,0.0,False
1266,990 XYK,2022-05-24,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,67.0,,,0.0,False
1270,UW3932,2023-07-14,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,33.0,,,0.0,False
1272,WU 341 A,2022-03-02,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,36.0,34.0,,,0.0,False
1273,GN64 OTP,2021-12-23,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,38.0,36.0,,,0.0,False
1276,6EVY261,2021-10-24,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,27.0,23.0,,,0.0,False
1277,DK 414 N,2022-10-01,14:46,103.0,80,AV SIEMPRE VIVA,,IMPAGA,23.0,19.0,,,0.0,False
1279,UW3932,2022-06-13,00:00,68.0,40,RUTA 9,,IMPAGA,28.0,26.0,,,0.0,False
1280,81-ZF-JD,2022-05-03,08:51,103.0,40,RUTA 9,,APELADA,63.0,61.0,,,0.0,False
1281,FVIO UHP,2021-12-23,09:56,113.0,80,AV LIBERTADOR,,IMPAGA,33.0,29.0,,,0.0,False
1284,57 777 70,2022-04-11,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0,,,0.0,False
1286,N HZ 1002,2020-05-20,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,37.0,,,0.0,False
1289,N HZ 1002,2021-10-15,14:46,146.0,80,RUTA 9,R02,ERROR,66.0,62.0,,,0.0,False
1294,TL03 GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,47.0,45.0,,,0.0,False
1295,990 XYK,2021-08-08,18:56,141.0,80,AV LIBERTADOR,,IMPAGA,61.0,57.0,,,0.0,False
1301,589222,2020-12-17,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0,,,0.0,False
1302,589222,2022-04-03,18:56,64.0,60,RUTA 9,R01,ERROR,4.0,1.0,,,0.0,False
1304,8B90638,2021-01-11,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,10.0,,,0.0,False
1305,BM -351,2020-08-12,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,41.0,39.0,,,0.0,False
1306,810 TCH,2020-05-01,00:00,72.0,40,RUTA 9,,PAGADA,32.0,30.0,,,0.0,False
1309,29 999 61,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,,,0.0,False
1310,DK 414 N,2023-11-26,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,,,0.0,False
1313,CD 056 01,1932-01-01,14:47,100.0,80,AV LIBERTADOR,R01,ERROR,20.0,16.0,,,0.0,False
1315,831 MDB,2022-12-06,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,16.0,13.0,,,0.0,False
1316,GOOGLE,2023-12-10,09:56,79.0,40,AV SIEMPRE VIVA,,IMPAGA,39.0,37.0,,,0.0,False
1317,B 81 JKY,2023-08-27,08:54,96.0,60,AV LIBERTADOR,,IMPAGA,36.0,33.0,,,0.0,False
1318,GCP332,2023-02-09,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,41.0,,,0.0,False
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,3.0,1.0,,,0.0,False
1322,GOOGLE,1932-01-01,00:00,92.0,60,AV LIBERTADOR,,APELADA,32.0,29.0,,,0.0,False
1326,VY 90 540,2022-09-24,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0,,,0.0,False
1328,W326 AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,46.0,42.0,,,0.0,False
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,4.0,,,0.0,False
1330,VNK296 GP,2020-12-05,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,23.0,,,0.0,False
1331,NTHG LFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,22.0,18.0,,,0.0,False
1332,UM 96 201,2021-03-27,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0,,,0.0,False
1335,OUTSTDN,2023-10-27,00:00,58.0,40,RUTA 9,R01,PAGADA,18.0,16.0,,,0.0,False
1336,N HZ 1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0,,,0.0,False
1337,M VU 4688,2023-12-26,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0,,,0.0,False
1339,RFH 373,1932-01-01,09:57,72.0,40,AV SIEMPRE VIVA,,IMPAGA,32.0,30.0,,,0.0,False
1340,99 998 68,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,44.0,,,0.0,False
1342,GLEN1E,2022-03-15,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,70.0,67.0,,,0.0,False
1346,CBM UK,2023-03-12,08:55,117.0,80,AV SIEMPRE VIVA,,IMPAGA,37.0,33.0,,,0.0,False
1348,NTHG LFT,2021-11-28,14:48,98.0,60,AV LIBERTADOR,,PAGADA,38.0,35.0,,,0.0,False
1349,GOOGLE,2023-12-31,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,7.0,,,0.0,False
1351,691 XC 80,1932-01-01,18:58,78.0,60,AV LIBERTADOR,,APELADA,18.0,15.0,,,0.0,False
1352,B 81 JKY,2020-12-21,00:00,117.0,80,RUTA 9,R01,IMPAGA,37.0,33.0,,,0.0,False
1354,W326 AVE,2021-01-11,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,54.0,,,0.0,False
1359,0695 DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,63.0,,,0.0,False
1361,6NCE831,2022-04-10,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,12.0,,,0.0,False
1368,VNK296 GP,2022-02-01,08:56,68.0,60,AV LIBERTADOR,,IMPAGA,8.0,5.0,,,0.0,False
1369,J1S1,2023-07-29,18:59,98.0,80,AV SIEMPRE VIVA,R03,ERROR,18.0,14.0,,,0.0,False
1370,CBM UK,2023-01-25,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,32.0,28.0,,,0.0,False
1372,CBM UK,1932-01-01,09:59,126.0,80,RUTA 9,R03,ERROR,46.0,42.0,,,0.0,False
1373,41 RS TZ,2022-10-08,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,3.0,1.0,,,0.0,False
1374,HAMSTUR,2020-12-11,08:56,107.0,80,RUTA 9,R02,ERROR,27.0,23.0,,,0.0,False
1379,HK 06 YMX,2020-02-04,14:49,91.0,60,RUTA 9,,PAGADA,31.0,28.0,,,0.0,False
1380,BM -351,2021-03-08,08:56,90.0,80,RUTA 9,R01,PAGADA,10.0,6.0,,,0.0,False
1381,BM -351,1932-01-01,14:49,107.0,40,AV LIBERTADOR,R01,APELADA,67.0,65.0,,,0.0,False
1383,M20 CPR,2020-05-18,19:00,99.0,60,AV LIBERTADOR,,APELADA,39.0,36.0,,,0.0,False
1387,6NCE831,2022-06-02,09:59,136.0,80,AV SIEMPRE VIVA,,PAGADA,56.0,52.0,,,0.0,False
1388,29 999 61,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,34.0,,,0.0,False
1389,VTII AHV,1932-01-01,08:57,57.0,40,RUTA 9,R03,ERROR,17.0,15.0,,,0.0,False
1391,UM 96 201,2023-01-08,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0,,,0.0,False
1394,41 RS TZ,2022-06-02,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,53.0,,,0.0,False
1396,CBM UK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,27.0,,,0.0,False
1398,TL03 GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0,,,0.0,False
1399,X IIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0,,,0.0,False
1401,DI2 LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,18.0,14.0,,,0.0,False
1409,691 XC 80,2023-12-12,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,61.0,,,0.0,False
1410,HF 3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,5.0,2.0,,,0.0,False
1411,AWS 167,1932-01-01,19:01,126.0,80,AV LIBERTADOR,,ERROR,46.0,42.0,,,0.0,False
1412,GE 1466,2022-07-11,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0,,,0.0,False
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0,,,0.0,False
1416,FVIO UHP,2020-07-13,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,16.0,,,0.0,False
1419,W326 AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,32.0,30.0,,,0.0,False
1420,6NCE831,2022-07-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,45.0,,,0.0,False
1423,FD 1475,2022-12-15,08:58,106.0,80,AV LIBERTADOR,,IMPAGA,26.0,22.0,,,0.0,False
1424,M43 1ZW,2023-11-09,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,12.0,,,0.0,False
1427,HF 3461,1932-01-01,10:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,56.0,,,0.0,False
1428,BP717,2020-10-12,00:00,55.0,40,AV SIEMPRE VIVA,R03,IMPAGA,15.0,13.0,,,0.0,False
1431,81-ZF-JD,2020-04-28,00:00,120.0,80,AV LIBERTADOR,,ERROR,40.0,36.0,,,0.0,False
1434,NTHG LFT,2022-04-23,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,,,0.0,False
1437,BB 8986,1932-01-01,10:01,102.0,80,AV LIBERTADOR,R03,PAGADA,22.0,18.0,,,0.0,False
1438,N HZ 1002,1932-01-01,14:53,113.0,40,AV LIBERTADOR,R01,APELADA,73.0,71.0,,,0.0,False
1440,OUTSTDN,2020-04-08,19:02,115.0,60,AV LIBERTADOR,,PAGADA,55.0,52.0,,,0.0,False
1443,WU 341 A,2021-07-10,10:01,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,73.0,,,0.0,False
1449,CT5 B876,2020-03-28,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,54.0,,,0.0,False
1451,831 MDB,1932-01-01,14:53,100.0,80,RUTA 9,,IMPAGA,20.0,16.0,,,0.0,False
1452,3646 HBH,2022-09-15,08:59,154.0,80,RUTA 9,R02,ERROR,74.0,70.0,,,0.0,False
1454,B 81 JKY,2020-09-18,14:54,110.0,40,AV LIBERTADOR,,IMPAGA,70.0,68.0,,,0.0,False
1458,VNK296 GP,2023-12-21,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,36.0,,,0.0,False
1460,66 111 72,2022-11-11,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,,,0.0,False
1463,MX60 NZA,2022-07-08,14:54,73.0,40,AV SIEMPRE VIVA,R01,ERROR,33.0,31.0,,,0.0,False
1465,GLEN1E,2021-10-22,09:00,89.0,40,RUTA 9,R01,ERROR,49.0,47.0,,,0.0,False
1466,HF 58 HXP,1932-01-01,19:03,121.0,80,RUTA 9,,APELADA,41.0,37.0,,,0.0,False
1468,BHRP 770,2021-02-09,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,11.0,,,0.0,False
1475,AI7 OVF,2022-02-23,19:04,106.0,60,AV LIBERTADOR,,ERROR,46.0,43.0,,,0.0,False
1476,HK 06 YMX,1932-01-01,19:04,125.0,80,AV LIBERTADOR,R01,ERROR,45.0,41.0,,,0.0,False
1477,VTII AHV,1932-01-01,00:00,102.0,60,AV LIBERTADOR,,IMPAGA,42.0,39.0,,,0.0,False
1481,PIW 4215,1932-01-01,00:00,73.0,60,AV LIBERTADOR,R01,PAGADA,13.0,10.0,,,0.0,False
1483,MX60 NZA,1932-01-01,14:54,148.0,80,AV LIBERTADOR,,IMPAGA,68.0,64.0,,,0.0,False
1490,M20 CPR,2020-07-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,9.0,,,0.0,False
1491,UW3932,2021-11-14,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,55.0,,,0.0,False
1493,UM 96 201,2020-02-29,00:00,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0,,,0.0,False
1495,FVIO UHP,2021-07-03,10:02,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,56.0,,,0.0,False
1499,N HZ 1002,2023-05-29,10:02,56.0,40,RUTA 9,R01,APELADA,16.0,14.0,,,0.0,False
1500,NTHG LFT,2022-03-23,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,18.0,,,0.0,False
1503,66 111 72,2022-02-23,14:55,92.0,40,AV LIBERTADOR,,PAGADA,52.0,50.0,,,0.0,False
1504,X IIUME,2020-03-18,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,16.0,,,0.0,False
1505,990 XYK,2023-04-03,10:03,117.0,40,RUTA 9,R01,APELADA,77.0,75.0,,,0.0,False
1510,6NCE831,2023-08-23,00:00,109.0,80,RUTA 9,R03,ERROR,29.0,25.0,,,0.0,False
1513,NTHG LFT,2023-04-17,10:03,114.0,80,RUTA 9,R01,PAGADA,34.0,30.0,,,0.0,False
1514,GLEN1E,2022-03-09,10:03,137.0,80,RUTA 9,R02,ERROR,57.0,53.0,,,0.0,False
1516,MX60 NZA,2021-05-20,14:56,99.0,60,AV SIEMPRE VIVA,R02,ERROR,39.0,36.0,,,0.0,False
1517,BHRP 770,1932-01-01,19:05,101.0,40,RUTA 9,R02,IMPAGA,61.0,59.0,,,0.0,False
1519,B 81 JKY,2021-01-03,00:00,94.0,80,AV SIEMPRE VIVA,R02,APELADA,14.0,10.0,,,0.0,False
1521,HAMSTUR,2022-09-12,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,52.0,,,0.0,False
1524,810 TCH,2022-05-03,19:06,132.0,60,AV SIEMPRE VIVA,,ERROR,72.0,69.0,,,0.0,False
1525,57 777 70,2021-07-09,00:00,91.0,80,AV SIEMPRE VIVA,,ERROR,11.0,7.0,,,0.0,False
1526,TL03 GOG,2020-03-08,10:04,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,49.0,,,0.0,False
1528,691 XC 80,2021-01-06,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,,,0.0,False
1530,3646 HBH,2023-11-12,09:03,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,,,0.0,False
1531,M20 CPR,2020-11-17,00:00,96.0,40,AV SIEMPRE VIVA,R01,APELADA,56.0,54.0,,,0.0,False
1535,HK 06 YMX,2021-05-07,10:04,128.0,60,RUTA 9,R01,ERROR,68.0,65.0,,,0.0,False
1541,TL03 GOG,2020-07-06,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,,,0.0,False
1542,57 777 70,1932-01-01,10:04,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,,,0.0,False
1547,BX 55 DOG,1932-01-01,00:00,51.0,40,AV LIBERTADOR,R01,PAGADA,11.0,9.0,,,0.0,False
1549,M PX 9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,32.0,,,0.0,False
1552,41 RS TZ,2020-10-28,00:00,98.0,80,AV SIEMPRE VIVA,R02,PAGADA,18.0,14.0,,,0.0,False
1554,UW3932,2023-07-08,00:00,87.0,80,AV LIBERTADOR,R03,APELADA,7.0,3.0,,,0.0,False
1559,831 MDB,2020-06-20,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,47.0,,,0.0,False
1561,VNK296 GP,1932-01-01,09:04,120.0,40,AV SIEMPRE VIVA,,APELADA,80.0,78.0,,,0.0,False
